LFFF-DGTJ|Paris|PAR_UJ|LFFF-DGTJ
LFFF-DGTJ|Paris|PAR_HP|LFFF-DGTJ
LFFF-DGTJ|Paris|PAR_PU|LFFF-DGTJ
LFFF-DGTJ|Paris|PAR_UP|LFFF-DGTJ
LFFF-DGTJ|Paris|PAR_UT|LFFF-DGTJ
LFFF-OPKZ|Paris|PAR_OPKZ|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_HPKZ|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_ORGY|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_THUZ|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_TP|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_TH|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_UZ|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_RT|LFFF-OPKZ
LFFF-OPKZ|Paris|PAR_OT|LFFF-OPKZ
LFFF-RPAE|Paris|PAR_RPAE|LFFF-RPAE
LFFF-RPAW|Paris|PAR_RPAW|LFFF-RPAW
LGGG|Athinai||LGGG
LGGG|Athinai ACC (Above FL325) - Athinai|LGGG_U|LGGG
LGGG-RDS|Athinai ACC (Rodos) - Athinai|LGGG_RDS|LGGG-RDS
LGGG-KRK|Athinai ACC (Kerkira) - Athinai|LGGG_KRK|LGGG-KRK
LGGG-MIL|Athinai ACC (Milos) - Athinai|LGGG_MIL|LGGG-MIL
LGGG-KFN|Athinai ACC (Kefallinia) - Athinai|LGGG_KFN|LGGG-KFN
LGGG-PLH|Athinai ACC (Paleochora) - Athinai|LGGG_PLH|LGGG-PLH
LGGG-KAV|Athinai ACC (Kavos) - Athinai|LGGG_KAV|LGGG-KAV
LGGG-SIT|Athinai ACC (Sitia) - Athinai|LGGG_SIT|LGGG-SIT
LGMD-W|Makedonia ACC (West) - Athinai|LGMD_W|LGMD-W
LGMD-LMO|Makedonia ACC (Limnos) - Athinai|LGMD_LMO|LGMD-LMO
LGMD-KVL|Makedonia ACC (Kavala) - Athinai|LGMD_KVL|LGMD-KVL
LHCC|Budapest||LHCC
LIBB|Brindisi ACC||LIBB
LIMM|Milano ACC||LIMM
LIPP|Padova ACC||LIPP
LIRR|Roma ACC - NE - Roma||LIRR
LIRR-NC1|Roma ACC - NC - Roma|LIRR_NC1|LIRR-NC1
LIRR-SU1|Roma ACC - SU - Roma|LIRR_SU1|LIRR-SU1
LIRR-NW1|Roma ACC - NW - Roma|LIRR_NW1|LIRR-NW1
LIRR-NN1|Roma ACC - NN - Roma|LIRR_NN1|LIRR-NN1
LIRR-EW1|Roma ACC - EW - Roma|LIRR_EW1|LIRR-EW1
LIRR-EE3|Roma ACC - EE - Roma|LIRR_EE3|LIRR-EE3
LIRR-ES1|Roma ACC - ES - Roma|LIRR_ES1|LIRR-ES1
LIRR-TS1|Roma ACC - TS - Roma|LIRR_TS1|LIRR-TS1
LIRR-OV1|Roma ACC - OV - Roma|LIRR_OV1|LIRR-OV1
LIRR-US2|Roma ACC - US - Roma|LIRR_US2|LIRR-US2
LJLA|Ljubljana||LJLA
LKAA|Praha||LKAA
LLLL|Tel Aviv|LLTA|LLLL
LLLL|Tel Aviv|SHOLET|LLLL
LLSC|Tel Aviv South||LLSC
LLPT|Tel Aviv North|PLUTO|LLPT
; dummy codes for Israel CVFR centers
LLPL|Pluto|PLUTO|LLLL
LLGV|Hagav|HAGAV|LLLL
LMMM|Malta||LMMM
LOVV-C|Wien|LOVV_C|LOVV-C
LOVV-B|Wien|LOVV_B|LOVV-B
LOVV-N|Wien|LOVV_N|LOVV-N
LOVV-N|Wien|LOVV_F|LOVV-N
LOVV-E|Wien|LOVV_E|LOVV-E
LOVV-W|Wien|LOVV_W|LOVV-W
LOVV|Wien||LOVV
LPPC|Lisboa||LPPC
LPPC-W|Lisboa - WEST Sector|LPPC_W|LPPC-W
LPPC-O|Lisboa - WEST EXPANDED|LPPC_O|LPPC-O
LPPC-E|Lisboa - EAST COMBINED|LPPC_E|LPPC-E
LPPC-I|Lisboa - MADEIRA Sector|LPPC_I|LPPC-I
LPPC-N|Lisboa - NORTH Sector|LPPC_N|LPPC-N
LPPC-C|Lisboa - CENTRE Sector|LPPC_C|LPPC-C
LPPC-S|Lisboa - SOUTH Sector|LPPC_S|LPPC-S
LPPO|Santa Maria|LPAZ|LPPO
LPPO-TMA|Santa Maria Radar|LPPO|LPPO-TMA
LPAM|Lisboa Military||LPPC
LQSB|Sarajevo|LQSA|LQSB
LRBB|Bucuresti ACC (KONEL) - Bucharest||LRBB
LRBB-A|Bucuresti ACC (DINAR) - Bucharest|LRBB_A|LRBB-A
LRBB-B|Bucuresti ACC (BUDMO) - Bucharest|LRBB_B|LRBB-B
LRBB-N|Bucuresti ACC (BANAP) - Bucharest|LRBB_N|LRBB-N
LSAS|Swiss Radar - Switzerland||LSAS
LSAG|Swiss Radar (Geneva ACC) - Switzerland||LSAG
LSAZ|Swiss Radar (Zurich ACC) - Switzerland||LSAZ
LTAA|Ankara||LTAA
LTBB|Istanbul||LTBB
LTXX|Ankara Control|ANK|LTXX
LTAA-A|Ankara Central & East|ANK_A|LTAA
LTAA-C|Ankara Central|ANK_C|LTAA-C
LTAA-E|Ankara East|ANK_E|LTAA-E
LTAA-N|Ankara North|ANK_N|LTAA-N
LTAA-S|Ankara South|ANK_S|LTAA-S
LTAA-EN|Ankara East North|ANK_EN|LTAA-EN
LTAA-ES|Ankara East South|ANK_ES|LTAA-ES
LTBB-W|Ankara West|ANK_W|LTBB
LTBB-WN|Ankara West North|ANK_WN|LTBB-WN
LTBB-WS|Ankara West South|ANK_WS|LTBB-WS
LTBB-W78|Ankara West Combined|ANK_W78|LTBB-W78
LTBB-1|Ankara (Sector 1)|ANK_1|LTBB-1
LTBB-2|Ankara (Sector 2)|ANK_2|LTBB-2
LTBB-3|Ankara (Sector 3)|ANK_3|LTBB-3
LTBB-4|Ankara (Sector 4)|ANK_4|LTBB-4
LTBB-5|Ankara (Sector 5)|ANK_5|LTBB-5
LTBB-6|Ankara (Sector 6)|ANK_6|LTBB-6
LTAA-7|Ankara (Sector 7)|ANK_7|LTAA-7
LTAA-8|Ankara (Sector 8)|ANK_8|LTAA-8
LTAA-9|Ankara (Sector 9)|ANK_9|LTAA-9
LTAA-10|Ankara (Sector 10)|ANK_10|LTAA-10
LTAA-11|Ankara (Sector 11)|ANK_11|LTAA-11
LTAA-12|Ankara (Sector 12)|ANK_12|LTAA-12
LTAA-13|Ankara (Sector 13)|ANK_13|LTAA-13
LTAA-14|Ankara (Sector 14)|ANK_14|LTAA-14
LTAA-15|Ankara (Sector 15)|ANK_15|LTAA-15
LTAA-16|Ankara (Sector 16)|ANK_16|LTAA-16
LTAA-17|Ankara (Sector 17)|ANK_17|LTAA-17
LTAA-18|Ankara (Sector 18)|ANK_18|LTAA-18
LTAA-19|Ankara (Sector 19)|ANK_19|LTAA-19
LUUU|Chisinau||LUUU
LWSS|Skopje||LWSS
LYBA|Beograd||LYBA
LZBB|Bratislava||LZBB
MDCS|Santo Domingo||MDCS
MHCC|Cenamer||MHCC
MKJK|Kingston||MKJK
MMEX|Mexico||MMEX
MMFR|Mexico||MMFR
MMID|Merida|MID|MMID
MMTY|Monterrey|MTY|MMTY
MMZT|Mazatlan|MZT|MMZT
MMFO|Mazatlan|MZT|MMZT
MPZL|Panama||MPZL
MTEG|Port-Au-Prince||MTEG
MUFH|Havana|HAV|MUFH
NAT|Shanwick & Gander||NAT
NCRG|Rarotonga||NCRG
NFFF|Nadi Oceanic||NFFF
NFFJ|Nadi|NFFN|NFFJ
NSTU|Pago Pago||NZZO
NTTT|Tahiti Radio||NTTT
NTTC|Tahiti||NTTC
NZZO|Auckland Radio||NZZO
NZZO|Auckland Radio East|NZZO-E|NZZO
NZZO|Auckland Radio (Tasman)|NZZO-TSN|NZZO
NZAA|Auckland||NZAA
NZAA|Auckland (Raglan)|NZAA-R|NZAA
NZCB|Christchurch (Bay)|NZCH-B|NZCB
NZCT|Christchurch (Taranaki)|NZCH-T|NZCT
NZCK|Christchurch (Kaikoura)|NZCH-K|NZCK
NZCS|Christchurch (South)|NZCH-S|NZCS
NZOH|Ohakea||NZOH
NZCM|McMurdo (Mac)||NZCM
NSFA|Faleolo||NSFA
OAKX|Kabul||OAKX
OBBB|Bahrain||OBBB
OBBB-N|Bahrain North|OBBB_N|OBBB-N
OBBB-C|Bahrain Central|OBBB_C|OBBB-C
OBBB-E|Bahrain East|OBBB_E|OBBB-E
OBBB-S|Bahrain South|OBBB_S|OBBB-S
OEJD|Jeddah||OEJD
OEJD-W|Jeddah West|OEJD_W|OEJD-W
OEJD-2|Jeddah|OEJD_2|OEJD-2
OEJD-3|Jeddah|OEJD_3|OEJD-3
OEJN|Jeddah Terminal||OEJN
OEJD-W|Jeddah West|OEJD_W1|OEJD-W
OEJD-W|Jeddah West|OEJD_W2|OEJD-W
OEJD-C|Jeddah Central|OEJD_C|OEJD-C
OEJD-S|Jeddah South|OEJD_S|OEJD-S
OEJD-N|Jeddah North|OEJD_N|OEJD-N
OEJD-NE|Jeddah North-East|OEJD_NE|OEJD-NE
OEJD-E|Jeddah East|OEJD_E|OEJD-E
OEJD-SE|Jeddah South-East|OEJD_SE|OEJD-SE
OERD|Riyadh (From FL345)||OERD
OERK|Riyadh Terminal||OERK
OERD-E|Riyadh East (From FL345)|OERD_E|OERD-E
OERD-NE|Riyadh North-East (From FL345)|OERD_NE|OERD-NE
OERD-N|Riyadh North (From FL345)|OERD_N|OERD-N
OIIX|Tehran|TEH|OIIX
OTDF|Doha||OTDF
OTDF-N|Doha (North SFC-FL245)|OTDF_N|OTDF-N
OTDF-S|Doha (South SFC-UNL)|OTDF_S|OTDF-S
TEH-1W|Tehran 1 West|TEH_1W|TEH-1W
TEH-1N|Tehran 1 North|TEH_1N|TEH-1N
TEH-1E|Tehran 1 East|TEH_1E|TEH-1E
TEH-2W|Tehran 2 West|TEH_2W|TEH-2W
TEH-2E|Tehran 2 East|TEH_2E|TEH-2E
TEH-3N|Tehran 3 North|TEH_3N|TEH-3N
TEH-3S|Tehran 3 South|TEH_3S|TEH-3S
TEH-4W|Tehran 4 West|TEH_4W|TEH-4W
TEH-4S|Tehran 4 South|TEH_4S|TEH-4S
TEH-4E|Tehran 4 East|TEH_4E|TEH-4E
TEH-5W|Tehran 5 West|TEH_5W|TEH-5W
TEH-5E|Tehran 5 East|TEH_5E|TEH-5E
TEH-6E|Tehran 6 East|TEH_6E|TEH-6E
TEH-6W|Tehran 6 West|TEH_6W|TEH-6W
TEH-7|Tehran 7|TEH_7|TEH-7
OJAC|Amman||OJAC
OKAC|Kuwait||OKAC
OLBB|Beirut|OLBA|OLBB
OMAE|U.A.E||OMAE
OOMM|Muscat||OOMM
OPKR|Karachi|OPKR|OPKR
OPKR|Karachi|OPKR-C|OPKR
OPKR|Karachi|OPKR-E|OPKR
OPKR|Karachi|OPKR-S|OPKR
OPKR|Karachi|OPKR-W|OPKR
OPLR|Lahore|OPLR|OPLR
OPLR|Lahore|OPLR-E|OPLR
OPLR|Lahore (Islamabad)|ISB|OPLR
OPLR|Lahore|OPLR-S|OPLR
OPLR|Lahore|OPLR-W|OPLR
ORBB|Baghdad||ORBB
ORBB-N|Baghdad North|ORBB_N|ORBB-N
ORBB-S|Baghdad South|ORBB_S|ORBB-S
OSTT|Damascus|OSDI|OSTT
OYSC|Sanaa||OYSC
PAZA|Anchorage||PAZA
PAZA-D|Anchorage|ANC|PAZA-D
PAZA-P|Anchorage Oceanic - Pacific|ZAN_10|PAZA-P
PAZA-P|Anchorage Oceanic - Pacific|ZAN_11|PAZA-P
PAZA-A|Anchorage Oceanic - Arctic|ZAN_64|PAZA-A
PGZU|Guam|GU|PGZU
PGZU|Guam|GUM|PGZU
PGZU|Guam|GUAM|PGZU
PGZU|Guam|UAM|PGZU
PHZH|Honolulu|HNL|PHZH
PHZH|Honolulu|HCF|PHZH
RCAA|Taipei|TPE|RCAA
RJDG|Fukuoka ACC - Fukuoka||RJDG
RJDG-N|Fukuoka ACC North - Fukuoka|RJDG_N|RJDG-N
RJDG-C|Fukuoka ACC Central - Fukuoka|RJDG_C|RJDG-C
RJDG-E|Fukuoka ACC East - Fukuoka|RJDG_E|RJDG-E
RJDG-W|Fukuoka ACC West - Fukuoka|RJDG_W|RJDG-W
RJDG-S|Fukuoka ACC South - Fukuoka|RJDG_S|RJDG-S
RJDG-N|Fukuoka ACC F01 Sector - Fukuoka|RJDG_01|RJDG-N
RJDG-N|Fukuoka ACC F01 Sector - Fukuoka|RJDG_01S|RJDG-N
RJDG-N|Fukuoka ACC F01 Sector - Fukuoka|RJDG_B|RJDG-N
RJDG-N|Fukuoka ACC F01 Sector - Fukuoka|RJDG_D|RJDG-N
RJDG-E|Fukuoka ACC F02 Sector - Fukuoka|RJDG_02|RJDG-E
RJDG-E|Fukuoka ACC F02 Sector - Fukuoka|RJDG_F|RJDG-E
RJDG-E|Fukuoka ACC F03 Sector - Fukuoka|RJDG_03|RJDG-E
RJDG-E|Fukuoka ACC F03 Sector - Fukuoka|RJDG_H|RJDG-E
RJDG-E|Fukuoka ACC F04 Sector - Fukuoka|RJDG_04|RJDG-E
RJDG-E|Fukuoka ACC F04 Sector - Fukuoka|RJDG_J|RJDG-E
RJDG-E|Fukuoka ACC F05 Sector - Fukuoka|RJDG_05|RJDG-E
RJDG-E|Fukuoka ACC F05 Sector - Fukuoka|RJDG_K|RJDG-E
RJDG-E|Fukuoka ACC F05 Sector - Fukuoka|RJDG_06|RJDG-E
RJDG-E|Fukuoka ACC F05 Sector - Fukuoka|RJDG_L|RJDG-E
RJDG-E|Fukuoka ACC F07 Sector - Fukuoka|RJDG_07|RJDG-E
RJDG-E|Fukuoka ACC F07 Sector - Fukuoka|RJDG_O|RJDG-E
RJDG-W|Fukuoka ACC F08 Sector - Fukuoka|RJDG_08|RJDG-W
RJDG-W|Fukuoka ACC F08 Sector - Fukuoka|RJDG_08S|RJDG-W
RJDG-W|Fukuoka ACC F08 Sector - Fukuoka|RJDG_P|RJDG-W
RJDG-W|Fukuoka ACC F08 Sector - Fukuoka|RJDG_Q|RJDG-W
RJDG-W|Fukuoka ACC F11 Sector - Fukuoka|RJDG_11|RJDG-W
RJDG-W|Fukuoka ACC F11 Sector - Fukuoka|RJDG_V|RJDG-W
RJDG-W|Fukuoka ACC F12 Sector - Fukuoka|RJDG_12|RJDG-W
RJDG-W|Fukuoka ACC F12 Sector - Fukuoka|RJDG_X|RJDG-W
RJDG-W|Fukuoka ACC F13 Sector - Fukuoka|RJDG_13|RJDG-W
RJDG-W|Fukuoka ACC F13 Sector - Fukuoka|RJDG_Z|RJDG-W
RJDG-W|Fukuoka ACC F14 Sector - Fukuoka|RJDG_14|RJDG-W
RJDG-W|Fukuoka ACC F14 Sector - Fukuoka|RJDG_9|RJDG-W
RJDG-S|Fukuoka ACC F15 Sector - Fukuoka|RJDG_15|RJDG-S
RJDG-S|Fukuoka ACC F15 Sector - Fukuoka|RJDG_8|RJDG-S
RJDG-S|Fukuoka ACC F16 Sector - Fukuoka|RJDG_16|RJDG-S
RJDG-S|Fukuoka ACC F16 Sector - Fukuoka|RJDG_7|RJDG-S
RJDG-S|Fukuoka ACC F17 Sector - Fukuoka|RJDG_17|RJDG-S
RJDG-S|Fukuoka ACC F17 Sector - Fukuoka|RJDG_17S|RJDG-S
RJDG-S|Fukuoka ACC F17 Sector - Fukuoka|RJDG_6|RJDG-S
RJDG-S|Fukuoka ACC F17 Sector - Fukuoka|RJDG_5|RJDG-S
RJDG-W|Fukuoka ACC F19 Sector - Fukuoka|RJDG_19|RJDG-W
RJDG-W|Fukuoka ACC F19 Sector - Fukuoka|RJDG_3|RJDG-W
RJDG-W|Fukuoka ACC F20 Sector - Fukuoka|RJDG_20|RJDG-W
RJDG-W|Fukuoka ACC F20 Sector - Fukuoka|RJDG_2|RJDG-W
RJTG|Tokyo ACC - Tokyo||RJTG
RJTG-N|Tokyo ACC North (Up to FL335) - Tokyo|RJTG_N|RJTG-N
RJTG-E|Tokyo ACC East (Up to FL335) - Tokyo|RJTG_E|RJTG-E
RJTG-W|Tokyo ACC West (Up to FL335) - Tokyo|RJTG_W|RJTG-W
RJTG-S|Tokyo ACC South (Up to FL335) - Tokyo|RJTG_S|RJTG-S
RJTG-W|Tokyo ACC T25 Sector (Up to FL335) - Tokyo|RJTG_9|RJTG-W
RJTG-W|Tokyo ACC T25 Sector (Up to FL335) - Tokyo|RJTG_25|RJTG-W
RJTG-N|Tokyo ACC T30 Sector (Up to FL335) - Tokyo|RJTG_30|RJTG-N
RJTG-N|Tokyo ACC T30 Sector (Up to FL335) - Tokyo|RJTG_30S|RJTG-N
RJTG-N|Tokyo ACC T30 Sector (Up to FL335) - Tokyo|RJTG_B|RJTG-N
RJTG-N|Tokyo ACC T30 Sector (Up to FL335) - Tokyo|RJTG_D|RJTG-N
RJTG-N|Tokyo ACC T31 Sector (Up to FL335) - Tokyo|RJTG_31|RJTG-N
RJTG-N|Tokyo ACC T31 Sector (Up to FL335) - Tokyo|RJTG_F|RJTG-N
RJTG-N|Tokyo ACC T32 Sector (Up to FL335) - Tokyo|RJTG_32|RJTG-N
RJTG-N|Tokyo ACC T32 Sector (Up to FL335) - Tokyo|RJTG_H|RJTG-N
RJTG-E|Tokyo ACC T33 Sector (Up to FL335) - Tokyo|RJTG_33|RJTG-E
RJTG-E|Tokyo ACC T33 Sector (Up to FL335) - Tokyo|RJTG_J|RJTG-E
RJTG-E|Tokyo ACC T34 Sector (Up to FL335) - Tokyo|RJTG_34|RJTG-E
RJTG-E|Tokyo ACC T34 Sector (Up to FL335) - Tokyo|RJTG_K|RJTG-E
RJTG-E|Tokyo ACC T35 Sector (Up to FL335) - Tokyo|RJTG_35|RJTG-E
RJTG-E|Tokyo ACC T35 Sector (Up to FL335) - Tokyo|RJTG_L|RJTG-E
RJTG-E|Tokyo ACC T36 Sector (Up to FL335) - Tokyo|RJTG_36|RJTG-E
RJTG-E|Tokyo ACC T36 Sector (Up to FL335) - Tokyo|RJTG_O|RJTG-E
RJTG-W|Tokyo ACC T38 Sector (Up to FL335) - Tokyo|RJTG_38|RJTG-W
RJTG-W|Tokyo ACC T38 Sector (Up to FL335) - Tokyo|RJTG_Q|RJTG-W
RJTG-W|Tokyo ACC T39 Sector (Up to FL335) - Tokyo|RJTG_39|RJTG-W
RJTG-W|Tokyo ACC T39 Sector (Up to FL335) - Tokyo|RJTG_R|RJTG-W
RJTG-W|Tokyo ACC T40 Sector (Up to FL335) - Tokyo|RJTG_40|RJTG-W
RJTG-W|Tokyo ACC T40 Sector (Up to FL335) - Tokyo|RJTG_U|RJTG-W
RJTG-W|Tokyo ACC T41 Sector (Up to FL335) - Tokyo|RJTG_41|RJTG-W
RJTG-W|Tokyo ACC T41 Sector (Up to FL335) - Tokyo|RJTG_V|RJTG-W
RJTG-W|Tokyo ACC T42 Sector (Up to FL335) - Tokyo|RJTG_42|RJTG-W
RJTG-W|Tokyo ACC T42 Sector (Up to FL335) - Tokyo|RJTG_X|RJTG-W
RJTG-W|Tokyo ACC T45 Sector (Up to FL335) - Tokyo|RJTG_45|RJTG-W
RJTG-W|Tokyo ACC T45 Sector (Up to FL335) - Tokyo|RJTG_Y|RJTG-W
RJTG-W|Tokyo ACC T46 Sector (Up to FL335) - Tokyo|RJTG_46|RJTG-W
RJTG-W|Tokyo ACC T46 Sector (Up to FL335) - Tokyo|RJTG_Z|RJTG-W
RJBG|Kobe ACC - Kobe||RJBG
RJBG-N|Kobe ACC North (Up to FL335) - Kobe|RJBG_N|RJBG-N
RJBG-E|Kobe ACC East (Up to FL335) - Kobe|RJBG_E|RJBG-E
RJBG-W|Kobe ACC West (Up to FL335) - Kobe|RJBG_W|RJBG-W
RJBG-W|Kobe ACC West (Up to FL335) - Kobe|RJBG_T|RJBG-W
RJBG-S|Kobe ACC South (Up to FL335) - Kobe|RJBG_S|RJBG-S
RJBG-E|Kobe ACC N43 Sector (Up to FL335) - Kobe|RJBG_43|RJBG-E
RJBG-E|Kobe ACC N43 Sector (Up to FL335) - Kobe|RJBG_B|RJBG-E
RJBG-E|Kobe ACC N44 Sector (Up to FL335) - Kobe|RJBG_44|RJBG-E
RJBG-E|Kobe ACC N44 Sector (Up to FL335) - Kobe|RJBG_D|RJBG-E
RJBG-E|Kobe ACC N47 Sector (Up to FL335) - Kobe|RJBG_47|RJBG-E
RJBG-E|Kobe ACC N47 Sector (Up to FL335) - Kobe|RJBG_F|RJBG-E
RJBG-E|Kobe ACC N48 Sector (Up to FL335) - Kobe|RJBG_48|RJBG-E
RJBG-E|Kobe ACC N48 Sector (Up to FL335) - Kobe|RJBG_48S|RJBG-E
RJBG-E|Kobe ACC N48 Sector (Up to FL335) - Kobe|RJBG_H|RJBG-E
RJBG-E|Kobe ACC N48 Sector (Up to FL335) - Kobe|RJBG_J|RJBG-E
RJBG-E|Kobe ACC N49 Sector (Up to FL335) - Kobe|RJBG_49|RJBG-E
RJBG-E|Kobe ACC N49 Sector (Up to FL335) - Kobe|RJBG_K|RJBG-E
RJBG-W|Kobe ACC N50 Sector (Up to FL335) - Kobe|RJBG_50|RJBG-W
RJBG-W|Kobe ACC N50 Sector (Up to FL335) - Kobe|RJBG_L|RJBG-W
RJBG-W|Kobe ACC N51 Sector (Up to FL335) - Kobe|RJBG_51|RJBG-W
RJBG-W|Kobe ACC N51 Sector (Up to FL335) - Kobe|RJBG_O|RJBG-W
RJBG-W|Kobe ACC N52 Sector (Up to FL335) - Kobe|RJBG_52|RJBG-W
RJBG-W|Kobe ACC N52 Sector (Up to FL335) - Kobe|RJBG_P|RJBG-W
RJBG-W|Kobe ACC N53 Sector (Up to FL335) - Kobe|RJBG_53|RJBG-W
RJBG-W|Kobe ACC N53 Sector (Up to FL335) - Kobe|RJBG_Q|RJBG-W
RJBG-W|Kobe ACC N54 Sector (Up to FL335) - Kobe|RJBG_54|RJBG-W
RJBG-W|Kobe ACC N54 Sector (Up to FL335) - Kobe|RJBG_R|RJBG-W
RJBG-S|Kobe ACC N55 Sector (Up to FL335) - Kobe|RJBG_55|RJBG-S
RJBG-S|Kobe ACC N55 Sector (Up to FL335) - Kobe|RJBG_U|RJBG-S
RKRR|Incheon ACC - Incheon||RKRR
RKRR-N|Incheon ACC (North) - Incheon|RKRR_N|RKRR-N
RKRR-S|Incheon ACC (South) - Incheon|RKRR_S|RKRR-S
RKDA|Daegu ACC - Incheon||RKDA
RKDA-W|Daegu ACC (West) - Incheon|RKDA_W|RKDA-W
RKDA-E|Daegu ACC (East) - Incheon|RKDA_E|RKDA-E
RKDA-C|Daegu ACC (Central) - Incheon|RKDA_C|RKDA-C
RPHI|Manila|MNL|RPHI
RPHI-C|Manila|MNL_C|RPHI-C
RPHI-N|Manila|MNL_N|RPHI-N
RPHI-S|Manila|MNL_S|RPHI-S
MNL-CN|Manila|MNL_CN|MNL-CN
MNL-CE|Manila|MNL_CE|MNL-CE
MNL-CS|Manila|MNL_CS|MNL-CS
MNL-CW|Manila|MNL_CW|MNL-CW
SACF|Cordoba||SACF
SACO|Cordoba TMA - Cordoba||SACO
SAEF|Ezeiza||SAEF
SAEF-N|Ezeiza ACC (North) - Ezeiza|SAEF_N|SAEF-N
SAEF-S|Ezeiza ACC (South) - Ezeiza|SAEF_S|SAEF-S
BAIRES|Baires TMA - Ezeiza||BAIRES
SAMF|Mendoza||SAMF
SAME|Mendoza TMA - Mendoza||SAME
SARR|Resistencia||SARR
SARE|Resistencia TMA - Resistencia||SARE
SAVF|Comodoro Rivadavia||SAVF
SAVC|Comodoro Rivadavia TMA - Comodoro Rivadavia||SAVC
SBAO|Atlantico (Completo) - Atlantico||SBAO
SBAO-NW|Atlantico (Combinado Noroeste) - Atlantico|SBAO_NW|SBAO-NW
SBAO-NE|Atlantico (Combinado Nordeste) - Atlantico|SBAO_NE|SBAO-NE
SBAO-SW|Atlantico (Combinado Sudoeste) - Atlantico|SBAO_SW|SBAO-SW
SBAO-SE|Atlantico (Combinado Sudeste) - Atlantico|SBAO_SE|SBAO-SE
SBAO-N|Atlantico (Supercombinado Norte) - Atlantico|SBAO_N|SBAO-N
SBAO-S|Atlantico (Supercombinado Sul) - Atlantico|SBAO_S|SBAO-S
SBAZ|Amazonico (Completo) - Amazonico||SBAZ
SBAZ-W|Amazonico (Combinado Oeste) - Amazonico|SBAZ_W|SBAZ-W
SBAZ-C|Amazonico (Combinado Central) - Amazonico|SBAZ_C|SBAZ-C
SBAZ-E|Amazonico (Combinado Leste) - Amazonico|SBAZ_E|SBAZ-E
SBAZ-CW|Amazonico (Supercombinado Centro-Oeste) - Amazonico|SBAZ_CW|SBAZ-CW
SBAZ-CE|Amazonico (Supercombinado Centro-Leste) - Amazonico|SBAZ_CE|SBAZ-CE
SBBS|Brasilia (Completo) - Brasilia||SBBS
SBBS-N|Brasilia (Combinado Norte) - Brasilia|SBBS_N|SBBS-N
SBBS-S|Brasilia (Combinado Sul) - Brasilia|SBBS_S|SBBS-S
SBBS-E|Brasilia (Combinado Leste) - Brasilia|SBBS_E|SBBS-E
SBBS-NS|Brasilia (Supercombinado Norte-Sul) - Brasilia|SBBS_NS|SBBS-NS
SBBS-NE|Brasilia (Supercombinado Norte-Leste) - Brasilia|SBBS_NE|SBBS-NE
SBBS-SE|Brasilia (Supercombinado Sul-Leste) - Brasilia|SBBS_SE|SBBS-SE
SBCW|Curitiba (Completo) - Curitiba||SBCW
SBRE|Recife (Completo) - Recife||SBRE
SBRE-N|Recife (Combinado Norte) - Recife|SBRE_N|SBRE-N
SBRE-S|Recife (Combinado Sul) - Recife|SBRE_S|SBRE-S
SBRE-W|Recife (Combinado Oeste) - Recife|SBRE_W|SBRE-W
SBRE-NS|Recife (Supercombinado Norte-Sul) - Recife|SBRE_NS|SBRE-NS
SBRE-NW|Recife (Supercombinado Norte-Oeste) - Recife|SBRE_NW|SBRE-NW
SBRE-SW|Recife (Supercombinado Sul-Oeste) - Recife|SBRE_SW|SBRE-SW
SCCZ|Punta Arenas||SCCZ
SCEZ|Santiago||SCEZ
SCFZ|Antofagasta||SCFZ
SCIZ|Pascua||SCIZ
SCTZ|Puerto Montt||SCTZ
SEFG|Guayaquil||SEFG
SGFA|Asuncion||SGFA
SKCL|Cali (Up To FL245)||SKCL
SKEC|Barranquilla||SKEC
SKED|Bogota||SKED
SKMD|Cali (Up To FL245)||SKMD
SLLF|La Paz||SLLF
SMPM|Paramaribo||SMPM
SOOO|Cayenne||SOOO
SPIM|Lima|LIM|SPIM
; dummy codes for VATSIM callsigns
SPI1|Lima North|SP-N|SPIM
SPI2|Lima South|SP-S|SPIM
SPI3|Lima North East|SP-E|SPIM
SPI3|Lima North East|SP-NE|SPIM
SUEO|Montevideo||SUEO
SVZM|Maiquetia||SVZM
SYGC|Georgetown||SYGC
TJZS|San Juan|SJU|TJZS
TNCF|Curaçao||TNCF
TTZP|Piarco||TTZP
TTZO|Piarco Oceanic||TTZO
UAAA|Almaty||UAAA
UACN|Astana||UACN
UAII|Shymkent||UAII
UATT|Aktyubinsk||UATT
UBBA|Baku|UBBB|UBBA
UBBA-S|Baku South|UBBA_S|UBBA-S
UCFM|Bishkek||UCFM
UCFO|Osh||UCFO
UDDD|Yerevan|UGEE|UDDD
UEEE|Yakutsk||UEEE
UGGG|Tbilisi||UGGG
UHHH|Khabarovsk||UHHH
UHHH-1|Khabarovsk ACC Sector 1 - Khabarovsk|UHHH_1|UHHH-1
UHHH-2|Khabarovsk ACC Sector 2 - Khabarovsk|UHHH_2|UHHH-2
UHHH-3|Khabarovsk ACC Sector 3 - Khabarovsk|UHHH_3|UHHH-3
